Predicted_Tuition,Lower_Quantile_Tuition,Upper_Quantile_Tuition
22296.528990160372,11726.257250458706,32866.800729862036
24240.829275866075,13670.55753616441,34811.10101556774
17187.31166257459,6617.039922872924,27757.583402276257
4962.327409616952,-5607.944330084714,15532.599149318617
20109.341332585864,9539.069592884198,30679.61307228753
16649.17423693351,6078.902497231846,27219.44597663518
31820.44394204728,21250.172202345617,42390.715681748945
18918.00028636938,8347.728546667715,29488.27202607105
44991.71169205695,34421.439952355286,55561.98343175862
21509.508748483408,10939.237008781742,32079.780488185075
20951.814774842453,10381.543035140787,31522.08651454412
19289.923434957658,8719.651695255992,29860.195174659326
14137.16620734318,3566.894467641514,24707.437947044848
53664.42783607681,43094.15609637514,64234.699575778475
32372.779477348064,21802.507737646396,42943.05121704973
24098.254776652695,13527.98303695103,34668.52651635436
40727.47418662327,30157.202446921605,51297.74592632494
29873.01555093636,19302.743811234694,40443.28729063803
29482.323719406537,18912.05197970487,40052.595459108205
31642.81134728295,21072.539607581282,42213.08308698462
26391.286564196856,15821.01482449519,36961.55830389852
24273.3487124666,13703.076972764933,34843.62045216827
26912.89442914828,16342.622689446614,37483.166168849944
23821.733801080518,13251.462061378852,34392.005540782186
21276.213415629827,10705.941675928161,31846.485155331495
24712.84361288543,14142.571873183764,35283.1153525871
18279.60570197911,7709.333962277446,28849.87744168078
19758.303948676687,9188.03220897502,30328.575688378354
21357.493481988167,10787.221742286501,31927.765221689835
27613.607736739308,17043.33599703764,38183.879476440976
22515.018160592008,11944.746420890342,33085.289900293676
28381.14254589476,17810.870806193096,38951.414285596424
14387.973335887114,3817.7015961854486,24958.24507558878
5340.294939794625,-5229.976799907041,15910.56667949629
17745.67308681042,7175.401347108755,28315.94482651209
58651.57809767977,48081.3063579781,69221.84983738144
33458.85049863996,22888.57875893829,44029.122238341624
30870.83358365335,20300.561843951684,41441.10532335502
29390.480710359185,18820.20897065752,39960.75245006085
37186.285740358886,26616.01400065722,47756.557480060554
40136.13226811757,29565.860528415906,50706.40400781924
22604.304459938423,12034.032720236757,33174.57619964009
20285.849161411563,9715.577421709897,30856.12090111323
21239.543937752867,10669.272198051201,31809.815677454535
28407.746282904332,17837.47454320267,38978.018022606
29700.160984254388,19129.889244552724,40270.43272395605
19597.879672258416,9027.60793255675,30168.151411960083
40199.56180453037,29629.290064828703,50769.83354423204
35923.36840370651,25353.096664004843,46493.64014340818
40039.88690601264,29469.61516631097,50610.158645714306
28658.212434934165,18087.9406952325,39228.48417463583
24746.176866841,14175.905127139335,35316.44860654267
23969.39009038877,13399.118350687104,34539.66183009044
24962.33044711372,14392.058707412054,35532.602186815384
13699.237514745511,3128.9657750438455,24269.509254447177
29872.95519488106,19302.683455179395,40443.22693458272
49536.29711325089,38966.02537354922,60106.56885295256
48966.99098707357,38396.719247371904,59537.26272677524
18276.393788997913,7706.1220492962475,28846.66552869958
26598.36269763913,16028.090957937466,37168.6344373408
19992.85684978793,9422.585110086266,30563.1285894896
29773.631624891095,19203.359885189428,40343.90336459276
9825.479329051548,-744.7924106501177,20395.751068753212
28154.41031411672,17584.138574415054,38724.68205381839
16353.524038509111,5783.252298807445,26923.795778210777
17894.182720014927,7323.9109803132615,28464.454459716595
22453.949478245893,11883.677738544227,33024.22121794756
36753.48551286669,26183.213773165022,47323.75725256836
35845.90550962255,25275.63376992088,46416.17724932422
35178.1027268287,24607.830987127032,45748.37446653037
33510.27542435792,22940.00368465625,44080.547164059586
29189.44496811078,18619.173228409112,39759.71670781245
49004.271115045885,38433.99937534422,59574.54285474755
9230.763148002072,-1339.508591699594,19801.03488770374
27241.384024475577,16671.11228477391,37811.655764177245
23690.026859799367,13119.755120097701,34260.29859950103
26110.849580055004,15540.577840353339,36681.12131975667
17879.846796767255,7309.575057065589,28450.118536468923
40975.083914979936,30404.812175278268,51545.3556546816
34309.461679428525,23739.189939726857,44879.73341913019
33936.23658986158,23365.964850159915,44506.50832956325
42925.54913686568,32355.277397164013,53495.82087656735
39106.94973910677,28536.677999405103,49677.22147880844
18766.31276296376,8196.041023262094,29336.584502665428
11891.408821438286,1321.1370817366205,22461.680561139954
23053.69611641237,12483.424376710705,33623.96785611404
15600.97051032408,5030.698770622414,26171.242250025745
16454.073140326,5883.801400624334,27024.344880027667
17948.094487104077,7377.822747402412,28518.366226805745
20652.997773239345,10082.72603353768,31223.269512941013
28543.715053476026,17973.44331377436,39113.98679317769
42153.20138620655,31582.929646504883,52723.47312590822
24711.78745721948,14141.515717517816,35282.059196921145
33643.88472248532,23073.612982783656,44214.15646218699
30186.169382038046,19615.89764233638,40756.441121739714
44098.14723304577,33527.8754933441,54668.41897274744
14710.152065125643,4139.880325423977,25280.42380482731
25061.38397501516,14491.112235313494,35631.65571471683
37006.96838857858,26436.69664887691,47577.240128280246
34777.87693748445,24207.60519778278,45348.14867718612
36325.42474351544,25755.15300381377,46895.69648321711
17787.53896414194,7217.267224440273,28357.810703843606
31081.687398309554,20511.41565860789,41651.95913801122
37959.97872081068,27389.70698110901,48530.25046051235
11894.809820595565,1324.538080893899,22465.08156029723
67740.26150885894,57169.98976915727,78310.5332485606
32401.1133868103,21830.84164710863,42971.38512651197
22219.3066557617,11649.034916060033,32789.578395463366
17878.9269754712,7308.655235769535,28449.198715172868
26786.7030116107,16216.431271909036,37356.974751312366
23633.68531707368,13063.413577372014,34203.95705677535
27476.6905355319,16906.418795830235,38046.96227523356
22410.124893120897,11839.853153419232,32980.396632822565
31239.656571919902,20669.38483221824,41809.92831162157
24097.489893620856,13527.21815391919,34667.76163332252
34414.741015975844,23844.469276274176,44985.01275567751
27716.473501560402,17146.201761858734,38286.74524126207
29074.613285325406,18504.34154562374,39644.88502502707
34831.18213560543,24260.91039590376,45401.453875307096
24304.119612764076,13733.84787306241,34874.39135246574
18270.80284417144,7700.5311044697755,28841.07458387311
23521.44682164163,12951.175081939966,34091.718561343296
5833.587791445796,-4736.68394825587,16403.859531147464
